Commodity_Description,Year,Attribute_Description,Country_Code,Country_Name,Value,Unit_Description
"Oil, Soybean",1998,Production,JM,Jamaica and Dep,144000,(MT)
"Oil, Soybean",1998,Production,KN,"Korea, Democratic Peoples Rep",750000,(MT)
"Oil, Soybean",1998,Production,KN,"Korea, North",6000,(MT)
"Oil, Soybean",1998,Production,KS,"Korea, Republic of",1446000,(MT)
"Oil, Soybean",1998,Production,KS,"Korea, South",25000,(MT)
"Oil, Soybean",1998,Production,LE,Lebanon,2320000,(MT)
"Oil, Soybean",1998,Production,MA,Madagascar,9456000,(MT)
"Oil, Soybean",1998,Production,MO,Morocco,24000,(MT)
"Oil, Soybean",1998,Production,MP,Mauritius,8200000,(MT)
"Oil, Soybean",1998,Production,MX,Mexico,2142000,(MT)
"Oil, Soybean",1998,Production,MY,Malaysia,17067000,(MT)
"Oil, Soybean",1998,Production,NI,Nigeria,5047000,(MT)
"Oil, Soybean",1998,Production,NO,Norway,30000,(MT)
"Oil, Soybean",1998,Production,NZ,New Zealand,83841000,(MT)
"Oil, Soybean",1998,Production,PA,Paraguay,12530000,(MT)
"Oil, Soybean",1998,Production,PE,Peru,5561000,(MT)
"Oil, Soybean",1998,Production,PK,Pakistan,17000,(MT)
"Oil, Soybean",1998,Production,PL,Poland,71334000,(MT)
"Oil, Soybean",1998,Production,PN,Panama,1003000,(MT)
"Oil, Soybean",1998,Production,RH,Zimbabwe,154000,(MT)
"Oil, Soybean",1998,Production,RO,Romania,1239000,(MT)
"Oil, Soybean",1998,Production,RP,Philippines,6265000,(MT)
"Oil, Soybean",1998,Production,RS,Russia,3950000,(MT)
"Oil, Soybean",1998,Production,RS,Russian Federation,6000,(MT)
"Oil, Soybean",1998,Production,SA,Saudi Arabia,3000,(MT)
"Oil, Soybean",1998,Production,SF,South Africa,6000,(MT)
"Oil, Soybean",1998,Production,SF,"South Africa, Republic of",20000,(MT)
"Oil, Soybean",1998,Production,SG,Senegal,2000,(MT)
"Oil, Soybean",1998,Production,SI,Slovenia,2296000,(MT)
"Oil, Soybean",1998,Production,SN,Singapore,172000,(MT)
"Oil, Soybean",1998,Production,SO,Somalia,105000,(MT)
"Oil, Soybean",1998,Production,SR,Serbia and Montenegro,4000,(MT)
"Oil, Soybean",1998,Production,SZ,Switzerland,38837000,(MT)
"Oil, Soybean",1998,Production,TC,United Arab Emirates,238000,(MT)
"Oil, Soybean",1998,Production,TH,Thailand,65000,(MT)
"Oil, Soybean",1998,Production,TS,Tunisia,956000,(MT)
"Oil, Soybean",1998,Production,TU,Turkey,689000,(MT)
"Oil, Soybean",1998,Production,TW,Taiwan,11000,(MT)
"Oil, Soybean",1998,Production,TZ,Tanzania,272000,(MT)
"Oil, Soybean",1998,Production,TZ,"Tanzania, United Republic of",190000,(MT)
"Oil, Soybean",1998,Production,UP,Ukraine,98000,(MT)
"Oil, Soybean",1998,Production,US,United States,269000,(MT)
"Oil, Soybean",1998,Production,UY,Uruguay,20000,(MT)
"Oil, Soybean",1998,Production,UZ,Uzbekistan,15000,(MT)
"Oil, Soybean",1998,Production,UZ,"Uzbekistan, Republic of",15000,(MT)
"Oil, Soybean",1998,Production,VE,Venezuela,4000,(MT)
"Oil, Soybean",1998,Production,VM,Vietnam,1000,(MT)
"Oil, Soybean",2021,Domestic Consumption,AG,Algeria,38000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,AO,Angola,12500000,(MT)
"Oil, Soybean",2021,Domestic Consumption,AR,Argentina,30000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,AS,Australia,6180000,(MT)
"Oil, Soybean",2021,Domestic Consumption,BB,Barbados,9000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,BG,Bangladesh,7000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,BK,Bosnia and Herzegovina,11000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,BL,Bolivia,13482000,(MT)
"Oil, Soybean",2021,Domestic Consumption,BO,Belarus,13000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,BR,Brazil,10000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,CA,Canada,48300000,(MT)
"Oil, Soybean",2021,Domestic Consumption,CH,China,275847000,(MT)
"Oil, Soybean",2021,Domestic Consumption,CI,Chile,60000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,CO,Colombia,1555907000,(MT)
"Oil, Soybean",2021,Domestic Consumption,CS,Costa Rica,3322000,(MT)
"Oil, Soybean",2021,Domestic Consumption,CU,Cuba,380764000,(MT)
"Oil, Soybean",2021,Domestic Consumption,DR,Dominican Republic,3450000,(MT)
"Oil, Soybean",2021,Domestic Consumption,E4,European Union,8000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,EC,Ecuador,4620000,(MT)
"Oil, Soybean",2021,Domestic Consumption,EG,Egypt,5623000,(MT)
"Oil, Soybean",2021,Domestic Consumption,ES,El Salvador,1768000,(MT)
"Oil, Soybean",2021,Domestic Consumption,ET,Ethiopia,17050000,(MT)
"Oil, Soybean",2021,Domestic Consumption,GT,Guatemala,5000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,HA,Haiti,3620000,(MT)
"Oil, Soybean",2021,Domestic Consumption,HK,Hong Kong,3011000,(MT)
"Oil, Soybean",2021,Domestic Consumption,ID,Indonesia,31967000,(MT)
"Oil, Soybean",2021,Domestic Consumption,IN,India,52929000,(MT)
"Oil, Soybean",2021,Domestic Consumption,IR,Iran,2990000,(MT)
"Oil, Soybean",2021,Domestic Consumption,IS,Israel,9075000,(MT)
"Oil, Soybean",2021,Domestic Consumption,JA,Japan,5600000,(MT)
"Oil, Soybean",2021,Domestic Consumption,JM,Jamaica,9324000,(MT)
"Oil, Soybean",2021,Domestic Consumption,JO,Jordan,7700000,(MT)
"Oil, Soybean",2021,Domestic Consumption,KN,"Korea, North",3473000,(MT)
"Oil, Soybean",2021,Domestic Consumption,KS,"Korea, South",71312000,(MT)
"Oil, Soybean",2021,Domestic Consumption,LE,Lebanon,71339000,(MT)
"Oil, Soybean",2021,Domestic Consumption,MA,Madagascar,1668000,(MT)
"Oil, Soybean",2021,Domestic Consumption,MO,Morocco,8107000,(MT)
"Oil, Soybean",2021,Domestic Consumption,MP,Mauritius,62000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,MX,Mexico,34000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,MY,Malaysia,47700000,(MT)
"Oil, Soybean",2021,Domestic Consumption,NI,Nigeria,1340000,(MT)
"Oil, Soybean",2021,Domestic Consumption,NO,Norway,1980000,(MT)
"Oil, Soybean",2021,Domestic Consumption,NU,Nicaragua,7700000,(MT)
"Oil, Soybean",2021,Domestic Consumption,NZ,New Zealand,35300000,(MT)
"Oil, Soybean",2021,Domestic Consumption,PA,Paraguay,124930000,(MT)
"Oil, Soybean",2021,Domestic Consumption,PE,Peru,47800000,(MT)
"Oil, Soybean",2021,Domestic Consumption,PK,Pakistan,20117000,(MT)
"Oil, Soybean",2021,Domestic Consumption,PN,Panama,8930000,(MT)
"Oil, Soybean",2021,Domestic Consumption,RB,Serbia,6400000,(MT)
"Oil, Soybean",2021,Domestic Consumption,RH,Zimbabwe,19845000,(MT)
"Oil, Soybean",2021,Domestic Consumption,RP,Philippines,69340000,(MT)
"Oil, Soybean",2021,Domestic Consumption,RS,Russia,15900000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SA,Saudi Arabia,4600000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SF,South Africa,2197000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SG,Senegal,294000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SN,Singapore,6500000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SO,Somalia,9486000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SY,Syria,4400000,(MT)
"Oil, Soybean",2021,Domestic Consumption,SZ,Switzerland,2000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TC,United Arab Emirates,2130000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TD,Trinidad and Tobago,7902000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TH,Thailand,7400000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TS,Tunisia,14100000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TU,Turkey,37500000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TW,Taiwan,13498000,(MT)
"Oil, Soybean",2021,Domestic Consumption,TZ,Tanzania,80000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,UK,United Kingdom,145422000,(MT)
"Oil, Soybean",2021,Domestic Consumption,UP,Ukraine,2895000,(MT)
"Oil, Soybean",2021,Domestic Consumption,US,United States,63000000,(MT)
"Oil, Soybean",2021,Domestic Consumption,UY,Uruguay,76300000,(MT)
"Oil, Soybean",2021,Domestic Consumption,UZ,Uzbekistan,65500000,(MT)
"Oil, Soybean",2021,Domestic Consumption,VE,Venezuela,9548000,(MT)
"Oil, Soybean",2021,Domestic Consumption,VM,Vietnam,17892000,(MT)
"Oil, Soybean",2021,Domestic Consumption,ZA,Zambia,23000000,(MT)
"Oil, Soybean",2021,Exports,AG,Algeria,38000000,(MT)
"Oil, Soybean",2021,Exports,AO,Angola,2300000,(MT)
"Oil, Soybean",2021,Exports,AR,Argentina,30000000,(MT)
"Oil, Soybean",2021,Exports,AS,Australia,7345000,(MT)
"Oil, Soybean",2021,Exports,BB,Barbados,1415000,(MT)
"Oil, Soybean",2021,Exports,BG,Bangladesh,7000000,(MT)
"Oil, Soybean",2021,Exports,BK,Bosnia and Herzegovina,11000000,(MT)
"Oil, Soybean",2021,Exports,BL,Bolivia,6700000,(MT)
"Oil, Soybean",2021,Exports,BO,Belarus,13000000,(MT)
"Oil, Soybean",2021,Exports,BR,Brazil,10720000,(MT)
"Oil, Soybean",2021,Exports,CA,Canada,30000000,(MT)
"Oil, Soybean",2021,Exports,CH,China,24000000,(MT)
"Oil, Soybean",2021,Exports,CI,Chile,2615000,(MT)
"Oil, Soybean",2021,Exports,CO,Colombia,2188000,(MT)
"Oil, Soybean",2021,Exports,CS,Costa Rica,3100000,(MT)
"Oil, Soybean",2021,Exports,CU,Cuba,62233000,(MT)
"Oil, Soybean",2021,Exports,DR,Dominican Republic,1580000,(MT)
"Oil, Soybean",2021,Exports,E4,European Union,400000,(MT)
"Oil, Soybean",2021,Exports,EC,Ecuador,48120000,(MT)
"Oil, Soybean",2021,Exports,EG,Egypt,3466000,(MT)
"Oil, Soybean",2021,Exports,ES,El Salvador,1200000,(MT)
"Oil, Soybean",2021,Exports,ET,Ethiopia,1911000,(MT)
"Oil, Soybean",2021,Exports,GT,Guatemala,1138000,(MT)
"Oil, Soybean",2021,Exports,HA,Haiti,24060000,(MT)
"Oil, Soybean",2021,Exports,HK,Hong Kong,2158000,(MT)
"Oil, Soybean",2021,Exports,ID,Indonesia,1502000,(MT)
"Oil, Soybean",2021,Exports,IN,India,25525000,(MT)
"Oil, Soybean",2021,Exports,IR,Iran,28050000,(MT)
"Oil, Soybean",2021,Exports,IS,Israel,2900000,(MT)
"Oil, Soybean",2021,Exports,JA,Japan,711000,(MT)
"Oil, Soybean",2021,Exports,JM,Jamaica,10022000,(MT)
"Oil, Soybean",2021,Exports,JO,Jordan,454000,(MT)
"Oil, Soybean",2021,Exports,KN,"Korea, North",1850000,(MT)
"Oil, Soybean",2021,Exports,KS,"Korea, South",10500000,(MT)
"Oil, Soybean",2021,Exports,LE,Lebanon,2625000,(MT)
"Oil, Soybean",2021,Exports,MA,Madagascar,3610000,(MT)
"Oil, Soybean",2021,Exports,MO,Morocco,1808000,(MT)
"Oil, Soybean",2021,Exports,MP,Mauritius,9673000,(MT)
"Oil, Soybean",2021,Exports,MX,Mexico,2700000,(MT)
"Oil, Soybean",2021,Exports,MY,Malaysia,515000,(MT)
"Oil, Soybean",2021,Exports,NI,Nigeria,1100000,(MT)
"Oil, Soybean",2021,Exports,NO,Norway,16350000,(MT)
"Oil, Soybean",2021,Exports,NU,Nicaragua,2500000,(MT)
"Oil, Soybean",2021,Exports,NZ,New Zealand,5013000,(MT)
"Oil, Soybean",2021,Exports,PA,Paraguay,30000000,(MT)
"Oil, Soybean",2021,Exports,PE,Peru,8778000,(MT)
"Oil, Soybean",2021,Exports,PK,Pakistan,1276000,(MT)
"Oil, Soybean",2021,Exports,PN,Panama,818000,(MT)
"Oil, Soybean",2021,Exports,RB,Serbia,1154000,(MT)
"Oil, Soybean",2021,Exports,RH,Zimbabwe,18920000,(MT)
"Oil, Soybean",2021,Exports,RP,Philippines,1250000,(MT)
"Oil, Soybean",2021,Exports,RS,Russia,486000,(MT)
"Oil, Soybean",2021,Exports,SA,Saudi Arabia,3874000,(MT)
"Oil, Soybean",2021,Exports,SF,South Africa,174000,(MT)
"Oil, Soybean",2021,Exports,SG,Senegal,450000,(MT)
"Oil, Soybean",2021,Exports,SN,Singapore,7418000,(MT)
"Oil, Soybean",2021,Exports,SO,Somalia,16200000,(MT)
"Oil, Soybean",2021,Exports,SY,Syria,1191000,(MT)
"Oil, Soybean",2021,Exports,SZ,Switzerland,591000,(MT)
"Oil, Soybean",2021,Exports,TC,United Arab Emirates,1800000,(MT)
"Oil, Soybean",2021,Exports,TD,Trinidad and Tobago,10600000,(MT)
"Oil, Soybean",2021,Exports,TH,Thailand,1400000,(MT)
"Oil, Soybean",2021,Exports,TS,Tunisia,3144000,(MT)
"Oil, Soybean",2021,Exports,TU,Turkey,38405000,(MT)
"Oil, Soybean",2021,Exports,TW,Taiwan,12400000,(MT)
"Oil, Soybean",2021,Exports,TZ,Tanzania,294000000,(MT)
"Oil, Soybean",2021,Exports,UK,United Kingdom,27483000,(MT)
"Oil, Soybean",2021,Exports,UP,Ukraine,1830000,(MT)
"Oil, Soybean",2021,Exports,US,United States,2442000,(MT)
"Oil, Soybean",2021,Exports,UY,Uruguay,1350000,(MT)
"Oil, Soybean",2021,Exports,UZ,Uzbekistan,87444000,(MT)
"Oil, Soybean",2021,Exports,VE,Venezuela,9180000,(MT)
"Oil, Soybean",2021,Exports,VM,Vietnam,2252000,(MT)
"Oil, Soybean",2021,Exports,ZA,Zambia,13000000,(MT)
"Oil, Soybean",2021,Imports,AG,Algeria,38000000,(MT)
"Oil, Soybean",2021,Imports,AO,Angola,1100000,(MT)
"Oil, Soybean",2021,Imports,AR,Argentina,30000000,(MT)
"Oil, Soybean",2021,Imports,AS,Australia,1200000,(MT)
"Oil, Soybean",2021,Imports,BB,Barbados,4165000,(MT)
"Oil, Soybean",2021,Imports,BG,Bangladesh,7000000,(MT)
"Oil, Soybean",2021,Imports,BK,Bosnia and Herzegovina,11000000,(MT)
"Oil, Soybean",2021,Imports,BL,Bolivia,8200000,(MT)
"Oil, Soybean",2021,Imports,BO,Belarus,13000000,(MT)
"Oil, Soybean",2021,Imports,BR,Brazil,3918000,(MT)
"Oil, Soybean",2021,Imports,CA,Canada,48300000,(MT)
"Oil, Soybean",2021,Imports,CH,China,24000000,(MT)
"Oil, Soybean",2021,Imports,CI,Chile,30500000,(MT)
"Oil, Soybean",2021,Imports,CO,Colombia,600000,(MT)
"Oil, Soybean",2021,Imports,CS,Costa Rica,3322000,(MT)
"Oil, Soybean",2021,Imports,CU,Cuba,1637000,(MT)
"Oil, Soybean",2021,Imports,DR,Dominican Republic,993000,(MT)
"Oil, Soybean",2021,Imports,E4,European Union,270000,(MT)
"Oil, Soybean",2021,Imports,EC,Ecuador,700000,(MT)
"Oil, Soybean",2021,Imports,EG,Egypt,5623000,(MT)
"Oil, Soybean",2021,Imports,ES,El Salvador,1768000,(MT)
"Oil, Soybean",2021,Imports,ET,Ethiopia,12700000,(MT)
"Oil, Soybean",2021,Imports,GT,Guatemala,851000,(MT)
"Oil, Soybean",2021,Imports,HA,Haiti,670000,(MT)
"Oil, Soybean",2021,Imports,HK,Hong Kong,4000000,(MT)
"Oil, Soybean",2021,Imports,ID,Indonesia,2130000,(MT)
"Oil, Soybean",2021,Imports,IN,India,52929000,(MT)
"Oil, Soybean",2021,Imports,IR,Iran,2300000,(MT)
"Oil, Soybean",2021,Imports,IS,Israel,2227000,(MT)
"Oil, Soybean",2021,Imports,JA,Japan,4800000,(MT)
"Oil, Soybean",2021,Imports,JM,Jamaica,4876000,(MT)
"Oil, Soybean",2021,Imports,JO,Jordan,1800000,(MT)
"Oil, Soybean",2021,Imports,KN,"Korea, North",3473000,(MT)
"Oil, Soybean",2021,Imports,KS,"Korea, South",54500000,(MT)
"Oil, Soybean",2021,Imports,LE,Lebanon,16392000,(MT)
"Oil, Soybean",2021,Imports,MA,Madagascar,1668000,(MT)
"Oil, Soybean",2021,Imports,MO,Morocco,8107000,(MT)
"Oil, Soybean",2021,Imports,MP,Mauritius,43000000,(MT)
"Oil, Soybean",2021,Imports,MX,Mexico,850000,(MT)
"Oil, Soybean",2021,Imports,MY,Malaysia,7985000,(MT)
"Oil, Soybean",2021,Imports,NI,Nigeria,1600000,(MT)
"Oil, Soybean",2021,Imports,NO,Norway,1980000,(MT)
"Oil, Soybean",2021,Imports,NU,Nicaragua,105000,(MT)
"Oil, Soybean",2021,Imports,NZ,New Zealand,19512000,(MT)
"Oil, Soybean",2021,Imports,PA,Paraguay,20900000,(MT)
"Oil, Soybean",2021,Imports,PE,Peru,4786000,(MT)
"Oil, Soybean",2021,Imports,PK,Pakistan,20117000,(MT)
"Oil, Soybean",2021,Imports,PN,Panama,73000000,(MT)
"Oil, Soybean",2021,Imports,RB,Serbia,898000,(MT)
"Oil, Soybean",2021,Imports,RH,Zimbabwe,17920000,(MT)
"Oil, Soybean",2021,Imports,RP,Philippines,69340000,(MT)
"Oil, Soybean",2021,Imports,RS,Russia,2605000,(MT)
"Oil, Soybean",2021,Imports,SA,Saudi Arabia,4400000,(MT)
"Oil, Soybean",2021,Imports,SF,South Africa,2197000,(MT)
"Oil, Soybean",2021,Imports,SG,Senegal,26000000,(MT)
"Oil, Soybean",2021,Imports,SN,Singapore,8600000,(MT)
"Oil, Soybean",2021,Imports,SO,Somalia,11000000,(MT)
"Oil, Soybean",2021,Imports,SY,Syria,700000,(MT)
"Oil, Soybean",2021,Imports,SZ,Switzerland,1500000,(MT)
"Oil, Soybean",2021,Imports,TC,United Arab Emirates,2200000,(MT)
"Oil, Soybean",2021,Imports,TD,Trinidad and Tobago,100000,(MT)
"Oil, Soybean",2021,Imports,TH,Thailand,7600000,(MT)
"Oil, Soybean",2021,Imports,TS,Tunisia,890000,(MT)
"Oil, Soybean",2021,Imports,TU,Turkey,2000000,(MT)
"Oil, Soybean",2021,Imports,TW,Taiwan,13498000,(MT)
"Oil, Soybean",2021,Imports,TZ,Tanzania,214000000,(MT)
"Oil, Soybean",2021,Imports,UK,United Kingdom,63503000,(MT)
"Oil, Soybean",2021,Imports,UP,Ukraine,970000,(MT)
"Oil, Soybean",2021,Imports,US,United States,59000,(MT)
"Oil, Soybean",2021,Imports,UY,Uruguay,62380000,(MT)
"Oil, Soybean",2021,Imports,UZ,Uzbekistan,47700000,(MT)
"Oil, Soybean",2021,Imports,VE,Venezuela,16700000,(MT)
"Oil, Soybean",2021,Imports,VM,Vietnam,800000,(MT)
"Oil, Soybean",2021,Imports,ZA,Zambia,13000000,(MT)
"Oil, Soybean",2021,Production,AG,Algeria,5000000,(MT)
"Oil, Soybean",2021,Production,AO,Angola,5500000,(MT)
"Oil, Soybean",2021,Production,AR,Argentina,4000000,(MT)
"Oil, Soybean",2021,Production,AS,Australia,6205000,(MT)
"Oil, Soybean",2021,Production,BB,Barbados,300000,(MT)
"Oil, Soybean",2021,Production,BG,Bangladesh,4165000,(MT)
"Oil, Soybean",2021,Production,BK,Bosnia and Herzegovina,6500000,(MT)
"Oil, Soybean",2021,Production,BL,Bolivia,8747000,(MT)
"Oil, Soybean",2021,Production,BO,Belarus,6522000,(MT)
"Oil, Soybean",2021,Production,BR,Brazil,178000,(MT)
"Oil, Soybean",2021,Production,CA,Canada,4000000,(MT)
"Oil, Soybean",2021,Production,CH,China,390907000,(MT)
"Oil, Soybean",2021,Production,CI,Chile,18200000,(MT)
"Oil, Soybean",2021,Production,CO,Colombia,215000,(MT)
"Oil, Soybean",2021,Production,CS,Costa Rica,555000,(MT)
"Oil, Soybean",2021,Production,CU,Cuba,413327000,(MT)
"Oil, Soybean",2021,Production,DR,Dominican Republic,3450000,(MT)
"Oil, Soybean",2021,Production,E4,European Union,9400000,(MT)
"Oil, Soybean",2021,Production,EC,Ecuador,1250000,(MT)
"Oil, Soybean",2021,Production,EG,Egypt,650000,(MT)
"Oil, Soybean",2021,Production,ES,El Salvador,950000,(MT)
"Oil, Soybean",2021,Production,ET,Ethiopia,19352000,(MT)
"Oil, Soybean",2021,Production,GT,Guatemala,981000,(MT)
"Oil, Soybean",2021,Production,HA,Haiti,4350000,(MT)
"Oil, Soybean",2021,Production,HK,Hong Kong,6250000,(MT)
"Oil, Soybean",2021,Production,ID,Indonesia,3280000,(MT)
"Oil, Soybean",2021,Production,IN,India,2050000,(MT)
"Oil, Soybean",2021,Production,IR,Iran,31680000,(MT)
"Oil, Soybean",2021,Production,IS,Israel,850000,(MT)
"Oil, Soybean",2021,Production,JA,Japan,5859000,(MT)
"Oil, Soybean",2021,Production,JM,Jamaica,9005000,(MT)
"Oil, Soybean",2021,Production,JO,Jordan,2980000,(MT)
"Oil, Soybean",2021,Production,KN,"Korea, North",1267000,(MT)
"Oil, Soybean",2021,Production,KS,"Korea, South",56129000,(MT)
"Oil, Soybean",2021,Production,LE,Lebanon,393000,(MT)
"Oil, Soybean",2021,Production,MA,Madagascar,930000,(MT)
"Oil, Soybean",2021,Production,MO,Morocco,98000000,(MT)
"Oil, Soybean",2021,Production,MP,Mauritius,11000000,(MT)
"Oil, Soybean",2021,Production,MX,Mexico,2200000,(MT)
"Oil, Soybean",2021,Production,MY,Malaysia,12773000,(MT)
"Oil, Soybean",2021,Production,NI,Nigeria,2065000,(MT)
"Oil, Soybean",2021,Production,NO,Norway,3100000,(MT)
"Oil, Soybean",2021,Production,NU,Nicaragua,526000,(MT)
"Oil, Soybean",2021,Production,NZ,New Zealand,12600000,(MT)
"Oil, Soybean",2021,Production,PA,Paraguay,17922000,(MT)
"Oil, Soybean",2021,Production,PE,Peru,4000000,(MT)
"Oil, Soybean",2021,Production,PK,Pakistan,5882000,(MT)
"Oil, Soybean",2021,Production,PN,Panama,43000000,(MT)
"Oil, Soybean",2021,Production,RB,Serbia,1500000,(MT)
"Oil, Soybean",2021,Production,RH,Zimbabwe,19845000,(MT)
"Oil, Soybean",2021,Production,RP,Philippines,2525000,(MT)
"Oil, Soybean",2021,Production,RS,Russia,1146000,(MT)
"Oil, Soybean",2021,Production,SA,Saudi Arabia,5241000,(MT)
"Oil, Soybean",2021,Production,SF,South Africa,1042000,(MT)
"Oil, Soybean",2021,Production,SG,Senegal,492176000,(MT)
"Oil, Soybean",2021,Production,SN,Singapore,2648000,(MT)
"Oil, Soybean",2021,Production,SO,Somalia,5525000,(MT)
"Oil, Soybean",2021,Production,SY,Syria,3350000,(MT)
"Oil, Soybean",2021,Production,SZ,Switzerland,1250000,(MT)
"Oil, Soybean",2021,Production,TC,United Arab Emirates,2435000,(MT)
"Oil, Soybean",2021,Production,TD,Trinidad and Tobago,2500000,(MT)
"Oil, Soybean",2021,Production,TH,Thailand,4100000,(MT)
"Oil, Soybean",2021,Production,TS,Tunisia,8395000,(MT)
"Oil, Soybean",2021,Production,TU,Turkey,2197000,(MT)
"Oil, Soybean",2021,Production,TW,Taiwan,13500000,(MT)
"Oil, Soybean",2021,Production,TZ,Tanzania,26000000,(MT)
"Oil, Soybean",2021,Production,UK,United Kingdom,168029000,(MT)
"Oil, Soybean",2021,Production,UP,Ukraine,1050000,(MT)
"Oil, Soybean",2021,Production,US,United States,11125000,(MT)
"Oil, Soybean",2021,Production,UY,Uruguay,7344000,(MT)
"Oil, Soybean",2021,Production,UZ,Uzbekistan,313000,(MT)
"Oil, Soybean",2021,Production,VE,Venezuela,1768000,(MT)
"Oil, Soybean",2021,Production,VM,Vietnam,1550000,(MT)
"Oil, Soybean",2021,Production,ZA,Zambia,23000000,(MT)
Rye,1998,Domestic Consumption,AL,Albania,2012000,(MT)
Rye,1998,Domestic Consumption,AS,Australia,501000,(MT)
Rye,1998,Domestic Consumption,BK,Bosnia and Herzegovina,15000,(MT)
Rye,1998,Domestic Consumption,BO,Belarus,33000,(MT)
Rye,1998,Domestic Consumption,BR,Brazil,50000,(MT)
Rye,1998,Domestic Consumption,BU,Bulgaria,1592000,(MT)
Rye,1998,Domestic Consumption,CA,Canada,4806000,(MT)
Rye,1998,Domestic Consumption,CH,China,19000,(MT)
Rye,1998,Domestic Consumption,CH,"China, Peoples Republic of",300000,(MT)
Rye,1998,Domestic Consumption,CI,Chile,5006000,(MT)
Rye,1998,Domestic Consumption,E2,EU-15,59000,(MT)
Rye,1998,Domestic Consumption,EN,Estonia,5684000,(MT)
Rye,1998,Domestic Consumption,EZ,Czech Republic,56000,(MT)
Rye,1998,Domestic Consumption,HR,Croatia,10000,(MT)
Rye,1998,Domestic Consumption,HU,Hungary,9000,(MT)
Rye,1998,Domestic Consumption,JA,Japan,6000,(MT)
Rye,1998,Domestic Consumption,KS,"Korea, Republic of",4000,(MT)
Rye,1998,Domestic Consumption,KS,"Korea, South",18000,(MT)
Rye,1998,Domestic Consumption,KZ,Kazakhstan,128000,(MT)
Rye,1998,Domestic Consumption,LG,Latvia,122000,(MT)
Rye,1998,Domestic Consumption,LH,Lithuania,10000,(MT)
Rye,1998,Domestic Consumption,LO,Slovakia,3000,(MT)
Rye,1998,Domestic Consumption,MD,Moldova,423000,(MT)
Rye,1998,Domestic Consumption,MD,"Moldova, Republic of",75000,(MT)
Rye,1998,Domestic Consumption,MK,Macedonia,408000,(MT)
Rye,1998,Domestic Consumption,MK,"Macedonia, Republic of",55000,(MT)
Rye,1998,Domestic Consumption,MK,North Macedonia,228000,(MT)
Rye,1998,Domestic Consumption,NO,Norway,8000,(MT)
Rye,1998,Domestic Consumption,PL,Poland,120000,(MT)
Rye,1998,Domestic Consumption,RO,Romania,80000,(MT)
Rye,1998,Domestic Consumption,RS,Russia,596000,(MT)
Rye,1998,Domestic Consumption,RS,Russian Federation,4000,(MT)
Rye,1998,Domestic Consumption,SF,South Africa,113000,(MT)
Rye,1998,Domestic Consumption,SF,"South Africa, Republic of",30000,(MT)
Rye,1998,Domestic Consumption,SI,Slovenia,60000,(MT)
Rye,1998,Domestic Consumption,SR,Serbia and Montenegro,120000,(MT)
Rye,1998,Domestic Consumption,SZ,Switzerland,75000,(MT)
Rye,1998,Domestic Consumption,TI,Tajikistan,125000,(MT)
Rye,1998,Domestic Consumption,TI,"Tajikistan, Republic of",16000,(MT)
Rye,1998,Domestic Consumption,TU,Turkey,1460000,(MT)
Rye,1998,Domestic Consumption,UP,Ukraine,75000,(MT)
Rye,1998,Domestic Consumption,US,United States,2300000,(MT)
Rye,1998,Domestic Consumption,UZ,Uzbekistan,104000,(MT)
Rye,1998,Domestic Consumption,UZ,"Uzbekistan, Republic of",134000,(MT)
Rye,1998,Exports,AL,Albania,339000,(MT)
Rye,1998,Exports,AS,Australia,501000,(MT)
Rye,1998,Exports,BK,Bosnia and Herzegovina,250000,(MT)
Rye,1998,Exports,BO,Belarus,33000,(MT)
Rye,1998,Exports,BR,Brazil,35000,(MT)
Rye,1998,Exports,BU,Bulgaria,1240000,(MT)
Rye,1998,Exports,CA,Canada,4806000,(MT)
Rye,1998,Exports,CH,"China, Peoples Republic of",700000,(MT)
